Index,Date_first_measurements_taken,Specimen_ID,Taxon,Tip_label,Added?,Sources_for_phylogenetic_placement,MajorClade,Subclade,Subgroup1,Subgroup2,Neonate?,Specimen_type,Morphosource_ark,Flipper_status,Ecotype1,Ecotype2,Ecotype3,Ecotype_references,IUCN_cat,IUCN_source,fore_type,hind_type,f_subtype,h_subtype,Limb_type_references,Skull present?,Limb Articulated?,Photographable?,TO PHOTOGRAPH?,Photo credit,First_occurrence (mya),last_occurrence (mya),Citation for occurrences,Notes on occurrences,Limb_region_measurement_method,Length_units,Included_unguals?,Humerus,Radius,Ulna,EFZL,Hand,f_AZR,f_SZR,f_ASR,f_AnAR,Femur,Tibia,Foot,h_AZR,h_SZR,h_ASR,h_AnAR,Limb_region_measurement_notes,Acropod_LM_measurement_method,mD_Antmost,mD_Postmost,mD_Longest,mD_Symmetry_index1,mD_Symmetry_index2,pD_Antmost,pD_Postmost,pD_Longest,pD_Symmetry_index1,pD_Symmetry_index2,mD3_up_Height,mD3_up_TopLength,mD3_up_BottomLength,mD3_up_FI1,mD3_up_FI2,mD3_up_FI3,pD3_up_Height,pD3_up_TopLength,pD3_up_BottomLength,pD3_up_FI1,pD3_up_FI2,pD3_up_FI3,Ungual_measurement_notes,mD3_proxp_Length,mD3_proxp_ProxWidth,mD3_proxp_DistWidth,mD3_proxp_Length/DistWidth,mD3_proxp_WidthRatios,pD3_proxp_Length,pD3_proxp_ProxWidth,pD3_proxp_DistWidth,pD3_proxp_Length/DistWidth,pD3_proxp_WidthRatios,proxp_measurement_notes
r-p117,10/24/23,PZO_628,Megachirella_wachtleri,Megachirella_wachtleri__PZO_628,Yes,Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: placed as most basally branching stem squamate.,Pan-Reptilia,Lepidosauromorpha,NA,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Megachirella strongly suggests aquatic habits (see Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]). However, we cannot rule out a transiently aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,247.2,242,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=321433&is_real_user=1),NA,ImageJ,pixels,No,2716,1447,1908,1677.5,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p118,10/25/23,SMF_R4485a,Mesosaurus_tenuidens,Mesosaurus_tenuidens__SMF_R4485a,Yes,"The phylogenetic placement and monophyly of parareptiles have recently been disputed (see Ford and Benson 2020 [https://doi.org/10.1038/s41559-019-1047-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: Science Advances). Our placement of Mesosaurs and other parareptiles within Pan-Reptilia varies in our different supertrees to reflect existing disagreements (see Methods and Supplementary Text). Piñeiro et al. 2021 [https://doi.org/10.4072/rbp.2021.3.04] clarify that Mesosaurus tenuidens is the only valid taxon of mesosaurid currently known, so we have renamed all the mesosaurid samples in our data set accordingly. ",Pan-Reptilia,Stem reptiles,Permian aquatic stem reptiles,Mesosauridae,No,"Fossil, original",NA,Non-flippered,Data Deficient,large or fast-moving water bodies,terrestrial/marine,"Although mesosaurs were viviparous (Piñeiro et al. 2012 [http://dx.doi.org/10.1080/08912963.2012.662230]) and clearly adapted for aquatic life in marine systems (Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]), aspects of their vertebral morphometry have alluded to a more semi-aquatic lifestyle, with considerable time spent both in water and on land (Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]; Demarco et al. 2019 [https://doi.org/10.3389/frym.2019.00039]). Adult mesosaurs may have occupied pelagic environments (Holmes 1953 [https://doi.org/10.1038/171669a0]; Verriere and Frobisch 2022 [https://doi.org/10.7717/peerj.13866]), but we lack direct evidence concerning whether and to what extent they actually traversed on land, so it remains unclear whether mesosaurs were Moderately, Highly, or Fully Aquatic. ",NA,NA (fossil taxon: not Recent),Webbed,Webbed,"Complete, extensive","Complete, extensive","All mesosaurids were scored as having extensive, complete pedal webbing, based on exceptional soft-tissues preserved on the hindlimb skeletons of the following mesosaurid specimens: SMNK_PAL_3806, SMF_R_4710, BSPG_1964_I_268, and URCR_064. Scorings were based on high-resolution photographs of the specimens, provided by Antoine Vérriere. Less soft-tissue preservation was discernible on forelimbs, but manual webbing phenotype was tentatively scored based on specimen NHMW_1987_0067_0001, which appears to have complete extensive webbing. Because the taxonomic breadth covered by these specimens remains unclear, the application of these scores to all sampled mesosaurids remains a tentative first approximation, as mesosaurids may have more variability in webbing phenotype than we can currently discern based on available specimens.",Yes,Yes,Yes,Done,Provided by Christian Klug (PIMUZ),290.1,279.3,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=149291&is_real_user=1),NA,ImageJ,mm,No,32,12,12,12,13,1.08,2.67,0.41,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.5,1.3,2,0.87,NA,NA,NA,NA,NA,NA
r-p119,10/25/23,SMF_R4492,Mesosaurus_tenuidens,Mesosaurus_tenuidens__SMF_R4492,Yes,"The phylogenetic placement and monophyly of parareptiles have recently been disputed (see Ford and Benson 2020 [https://doi.org/10.1038/s41559-019-1047-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: Science Advances). Our placement of Mesosaurs and other parareptiles within Pan-Reptilia varies in our different supertrees to reflect existing disagreements (see Methods and Supplementary Text). Piñeiro et al. 2021 [https://doi.org/10.4072/rbp.2021.3.04] clarify that Mesosaurus tenuidens is the only valid taxon of mesosaurid currently known, so we have renamed all the mesosaurid samples in our data set accordingly. ",Pan-Reptilia,Stem reptiles,Permian aquatic stem reptiles,Mesosauridae,No,"Fossil, original",NA,Non-flippered,Data Deficient,large or fast-moving water bodies,terrestrial/marine,"Although mesosaurs were viviparous (Piñeiro et al. 2012 [http://dx.doi.org/10.1080/08912963.2012.662230]) and clearly adapted for aquatic life in marine systems (Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]), aspects of their vertebral morphometry have alluded to a more semi-aquatic lifestyle, with considerable time spent both in water and on land (Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]; Demarco et al. 2019 [https://doi.org/10.3389/frym.2019.00039]). Adult mesosaurs may have occupied pelagic environments (Holmes 1953 [https://doi.org/10.1038/171669a0]; Verriere and Frobisch 2022 [https://doi.org/10.7717/peerj.13866]), but we lack direct evidence concerning whether and to what extent they actually traversed on land, so it remains unclear whether mesosaurs were Moderately, Highly, or Fully Aquatic. ",NA,NA (fossil taxon: not Recent),Webbed,Webbed,"Complete, extensive","Complete, extensive","All mesosaurids were scored as having extensive, complete pedal webbing, based on exceptional soft-tissues preserved on the hindlimb skeletons of the following mesosaurid specimens: SMNK_PAL_3806, SMF_R_4710, BSPG_1964_I_268, and URCR_064. Scorings were based on high-resolution photographs of the specimens, provided by Antoine Vérriere. Less soft-tissue preservation was discernible on forelimbs, but manual webbing phenotype was tentatively scored based on specimen NHMW_1987_0067_0001, which appears to have complete extensive webbing. Because the taxonomic breadth covered by these specimens remains unclear, the application of these scores to all sampled mesosaurids remains a tentative first approximation, as mesosaurids may have more variability in webbing phenotype than we can currently discern based on available specimens.",Yes,Yes,Yes,Done,Provided by Christian Klug (PIMUZ),290.1,279.3,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=149291&is_real_user=1),NA,ImageJ,mm,No,NA,14,15,14.5,16,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longest digit was mD3,ImageJ,8,12,16,0.67,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.7,1.5,2.27,0.88,NA,NA,NA,NA,NA,NA
r-p120,10/25/23,SMF_R4513a,Mesosaurus_tenuidens,Mesosaurus_tenuidens__SMF_R4513a,Yes,"The phylogenetic placement and monophyly of parareptiles have recently been disputed (see Ford and Benson 2020 [https://doi.org/10.1038/s41559-019-1047-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: Science Advances). Our placement of Mesosaurs and other parareptiles within Pan-Reptilia varies in our different supertrees to reflect existing disagreements (see Methods and Supplementary Text). Piñeiro et al. 2021 [https://doi.org/10.4072/rbp.2021.3.04] clarify that Mesosaurus tenuidens is the only valid taxon of mesosaurid currently known, so we have renamed all the mesosaurid samples in our data set accordingly. ",Pan-Reptilia,Stem reptiles,Permian aquatic stem reptiles,Mesosauridae,No,"Fossil, original",NA,Non-flippered,Data Deficient,large or fast-moving water bodies,terrestrial/marine,"Although mesosaurs were viviparous (Piñeiro et al. 2012 [http://dx.doi.org/10.1080/08912963.2012.662230]) and clearly adapted for aquatic life in marine systems (Romer 1956 [Romer AS (1956). Osteology of the Reptiles, 1997 Reprint Edition. University of Chicago Press: Chicago. 772 pp.]; Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]), aspects of their vertebral morphometry have alluded to a more semi-aquatic lifestyle, with considerable time spent both in water and on land (Demarco et al. 2018 [https://doi.org/10.3389/fevo.2018.00109]; Demarco et al. 2019 [https://doi.org/10.3389/frym.2019.00039]). Adult mesosaurs may have occupied pelagic environments (Holmes 1953 [https://doi.org/10.1038/171669a0]; Verriere and Frobisch 2022 [https://doi.org/10.7717/peerj.13866]), but we lack direct evidence concerning whether and to what extent they actually traversed on land, so it remains unclear whether mesosaurs were Moderately, Highly, or Fully Aquatic. ",NA,NA (fossil taxon: not Recent),Webbed,Webbed,"Complete, extensive","Complete, extensive","All mesosaurids were scored as having extensive, complete pedal webbing, based on exceptional soft-tissues preserved on the hindlimb skeletons of the following mesosaurid specimens: SMNK_PAL_3806, SMF_R_4710, BSPG_1964_I_268, and URCR_064. Scorings were based on high-resolution photographs of the specimens, provided by Antoine Vérriere. Less soft-tissue preservation was discernible on forelimbs, but manual webbing phenotype was tentatively scored based on specimen NHMW_1987_0067_0001, which appears to have complete extensive webbing. Because the taxonomic breadth covered by these specimens remains unclear, the application of these scores to all sampled mesosaurids remains a tentative first approximation, as mesosaurids may have more variability in webbing phenotype than we can currently discern based on available specimens.",Yes,Yes,Yes,Done,Provided by Christian Klug (PIMUZ),290.1,279.3,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=149291&is_real_user=1),NA,ImageJ,mm,No,17,8.4,6.8,7.6,8.5,1.12,2.24,0.5,0.79,17,10.4,NA,NA,1.63,NA,NA,Longest digit was mD3. Pes too incomplete for most measurements.,ImageJ,4.4,5.5,8.5,0.8,1.72,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not sufficiently exposed to reliably measure dimensions,1.6,1,0.9,1.78,0.9,2.2,1.3,1.6,1.38,1.23,NA
r-p121,10/25/23,SAMK_4710,Mesosuchus_browni,Mesosuchus_browni__SAMK_4710,Yes,Sues 2019 [Sues H-D (2019). The Rise of Reptiles: 320 Million Years of Evolution. John Hopkins University Press: Baltimore. 385 pp.]; Ezcurra et al. 2020 [https://doi.org/10.1016/B978-0-12-409548-9.12439-X],Pan-Reptilia,Archosauromorpha,Stem Archosaurs,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Mesosuchus obviously suggests aquatic habits, but we cannot rule out transient forays into the water, so the ecotype of this species remains unclear.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Not sure,No,Yes,Done,Jacques Gauthier,246.8,243.5,Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3] (Supplementary Table S2),NA,ImageJ,mm,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,42,30,0.71,1.36,0.53,0.61,Pes too jumbled to measure planform dimensions.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parallax prevented reliable 2D measurements.
r-p122,10/25/23,PVL_2052,Neoaetosauroides_engaeus,Neoaetosauroides_engaeus__PVL_2052,Yes,Desojo et al. 2013 [https://doi.org/10.1144/SP379.17]; Weinbaum et al. 2013 [https://doi.org/10.1144/SP379.7]; Parker 2016 [https://doi.org/0.7717/peerj.1583],Pan-Reptilia,Archosauromorpha,Pan-Crocodylia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,predominantly terrestrial,"Nothing in the skeleton of aetosaurs obviously suggests aquatic habits, and they are generally considered to be predominantly terrestrial, but we cannot rule out transient forays into the water, so the precise aquatic affinity of this group remains unclear.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Not sure,No,Yes,Done,Jacques Gauthier,228,208.5,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=66676&is_real_user=1),NA,ImageJ,mm,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,Longest digit was pD3. ,ImageJ,NA,NA,NA,NA,NA,59,106,114,0.56,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parallax prevented reliable 2D measurements.
r-p123,10/25/23,PVL_2073,Neoaetosauroides_engaeus,Neoaetosauroides_engaeus__PVL_2073,Yes,Desojo et al. 2013 [https://doi.org/10.1144/SP379.17]; Weinbaum et al. 2013 [https://doi.org/10.1144/SP379.7]; Parker 2016 [https://doi.org/0.7717/peerj.1583],Pan-Reptilia,Archosauromorpha,Pan-Crocodylia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,predominantly terrestrial,"Nothing in the skeleton of aetosaurs obviously suggests aquatic habits, and they are generally considered to be predominantly terrestrial, but we cannot rule out transient forays into the water, so the precise aquatic affinity of this group remains unclear.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Not sure,No,Yes,Done,Jacques Gauthier,228,208.5,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=66676&is_real_user=1),NA,ImageJ,mm,No,99,NA,NA,NA,NA,NA,NA,NA,NA,164,124,NA,NA,1.32,NA,NA,Refrained from combining with previous specimen as composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p124,10/25/23,PVL_3525,Neoaetosauroides_engaeus,Neoaetosauroides_engaeus__PVL_3525,Yes,Desojo et al. 2013 [https://doi.org/10.1144/SP379.17]; Weinbaum et al. 2013 [https://doi.org/10.1144/SP379.7]; Parker 2016 [https://doi.org/0.7717/peerj.1583],Pan-Reptilia,Archosauromorpha,Pan-Crocodylia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,predominantly terrestrial,"Nothing in the skeleton of aetosaurs obviously suggests aquatic habits, and they are generally considered to be predominantly terrestrial, but we cannot rule out transient forays into the water, so the precise aquatic affinity of this group remains unclear.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Not sure,No,Yes,Done,Jacques Gauthier,228,208.5,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=66676&is_real_user=1),NA,ImageJ,mm,No,NA,NA,NA,NA,104.5,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"Hand mislabeled as foot? Partial disarticulation and incompleteness made D3 length difficult to resolve, so I averaged two possible measurements (100 and 109 mm).",ImageJ,65,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p125,10/25/23,MGP_PD_26519,Neusticosaurus_peyeri,Neusticosaurus_peyeri__MGP_PD_26519,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,No,"Fossil, cast",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Giovanni Serafini (UNIMORE),242,235,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=373037&is_real_user=1),NA,ImageJ,mm,No,20,8,7.9,7.95,NA,NA,2.52,NA,NA,19,8,NA,NA,2.38,NA,NA,Soft-tissue silhouette of hindlimbs preserves snowshoeing along anterior margin of foot? Would need to verify before scoring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p126,10/25/23,MGP_PD_27538,Neusticosaurus_peyeri,Neusticosaurus_peyeri__MGP_PD_27538,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,No,"Fossil, cast",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Giovanni Serafini (UNIMORE),242,235,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=373037&is_real_user=1),NA,ImageJ,mm,No,20,NA,NA,NA,NA,NA,NA,NA,NA,17,8.8,8.9,1.01,1.93,0.52,0.69,Pes elements too overlaid and pes too angled in slab to get reliable planform dimensions.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p127,10/25/23,SMF_R5055,Neusticosaurus_sp,Neusticosaurus_sp__SMF_R5055,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,No,"Fossil, cast",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Rainer Brocke (SMF),247.2,245,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=373037&is_real_user=1; https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=171754&is_real_user=1; https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=375033&is_real_user=1; https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=252568&is_real_user=1),Occurrences for all Neusticosaurus species used.,ImageJ,mm,No,7.1,4.5,3.2,3.85,4.8,1.25,1.84,0.68,0.97,8.9,4.4,4.5,1.02,2.02,0.51,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
